runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,duplicate conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of duplicate conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,num_of_descendants,preprocessing runtime,solver name,instance name
0.903096,15,29,16202,29014,1022,1022,998,1015,5,0,1,3,0,10,2,0,36,0,0.467278,0.000438,0.002993,0.000296,0.000806,0.405246,0.002698,0.009221,4.00E-05,0.001571,0.014454,0.017339,37,0.004821,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-14.scen:
1.29085,15,29,16202,29014,1022,1022,998,1015,5,0,1,3,0,10,0,0,36,0,0.635019,0.000514,0.00028,0.00011,0.000892,0.623787,0,0.011301,4.80E-05,0.001795,0.016361,0.016716,37,0.005838,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-14.scen:
0.034853,29,57,6367,21595,978,978,968,975,24,16,1,5,0,6,0,0,56,23,0.014072,0.000357,0.006383,0.000389,0.000798,0.002618,0.005845,0.001379,9.10E-05,0.001091,0.006126,0.012695,95,0.005639,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-15.scen:
0.036665,29,57,6367,21595,978,978,968,975,24,16,1,5,0,6,0,0,56,23,0.015597,0.00049,0.000615,0.000543,0.001124,0.003627,0,0.001837,0.00012,0.001391,0.008783,0.009735,95,0.005289,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-15.scen:
1.18911,1031,2063,260976,760625,955,955,942,949,741,634,102,186,0,109,0,0,696,2140,0.379795,0.011811,0.225798,0.028726,0.076515,0.136569,0.210635,0.013419,0.003603,0.034738,0.268595,0.504562,3195,0.005387,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-16.scen:
1.13015,1031,2063,260976,760625,955,955,942,949,741,634,102,186,0,109,0,0,696,2140,0.443933,0.013049,0.015202,0.032832,0.085677,0.170473,0,0.01647,0.003834,0.037549,0.300197,0.326662,3195,0.009114,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-16.scen:
9.02836,11097,22193,3084008,7430124,884,884,862,874,3493,8568,325,775,0,1428,0,0,2059,19033,1.75843,0.125583,2.04166,0.215093,0.356489,0.733516,1.89328,0.086897,0.041474,0.33597,3.23786,5.38706,28911,0.005457,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-17.scen:
6.11538,11097,22193,3084008,7430124,884,884,862,874,3493,8568,325,775,0,1428,0,0,2059,19033,1.50275,0.100543,0.112224,0.176246,0.306224,0.653643,0,0.078663,0.034499,0.278147,2.79641,3.00494,28911,0.00485,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-17.scen:
0.211085,32,63,20651,42721,1108,1108,1092,1104,7,2,1,11,0,17,0,0,65,25,0.105555,0.001384,0.013528,0.000577,0.015656,0.031594,0.0127,0.008253,0.000152,0.002901,0.030343,0.044201,76,0.006367,WDG+GR+GC+M+BP+DUP with AStar,input/scen-random-32-32-20/random-32-32-20-random-18.scen:
0.205221,32,63,20651,42721,1108,1108,1092,1104,7,2,1,11,0,17,0,0,65,25,0.109341,0.001368,0.000813,0.00066,0.01579,0.03377,0,0.008442,0.00016,0.0029,0.031009,0.032284,76,0.006324,WDG+GR+GC+M+BP with AStar,input/scen-random-32-32-20/random-32-32-20-random-18.scen:
